Real,Imag
4.143635828902925700e-01,-9.101114333829208869e-01
4.176220077369354189e-01,-9.086208552822033768e-01
4.212087855470881825e-01,-9.069637032307037439e-01
4.285492508787177579e-01,-9.035184223751580035e-01
4.334882676167360338e-01,-9.011592100392991078e-01
4.395204769037389658e-01,-8.982325703192398647e-01
4.451805961264739819e-01,-8.954408058785856550e-01
4.477058741430908761e-01,-8.941808822927110878e-01
4.529223376549564861e-01,-8.915499739516368205e-01
4.534542598822512982e-01,-8.912795488479710038e-01
4.539656996439032643e-01,-8.910191600335062301e-01
4.559665252055710716e-01,-8.899969257766955355e-01
4.642753610941345310e-01,-8.856909105782339031e-01
4.651567797751917643e-01,-8.852283153114702818e-01
4.680784947121549022e-01,-8.836868918276440388e-01
4.732123695238295014e-01,-8.809483828974529196e-01
4.783497424863888958e-01,-8.781694163788761331e-01
4.853474330554537475e-01,-8.743213763980033360e-01
4.858424036627265186e-01,-8.740464282881355018e-01
4.877282607325983954e-01,-8.729955003794496182e-01
4.938576160319392283e-01,-8.695427850814791970e-01
4.957994497240195142e-01,-8.684370476052712950e-01
4.965058345980046806e-01,-8.680333842716757564e-01
5.012035536527169599e-01,-8.653294157752322580e-01
5.043148896917847290e-01,-8.635198272391744201e-01
5.053474017627935799e-01,-8.629159886869713914e-01
5.098998377845971319e-01,-8.602337795199966886e-01
5.120650805958122387e-01,-8.589466533111468349e-01
5.135346892410518338e-01,-8.580688334545810703e-01
5.192372370712377005e-01,-8.546301490344277996e-01
5.261196254748747858e-01,-8.504105712478949863e-01
5.274622953417518190e-01,-8.495784407533067961e-01
5.316230788281038899e-01,-8.469810517699544183e-01
5.325137963966070087e-01,-8.464213233652052581e-01
5.334599268432828056e-01,-8.458253403938382764e-01
5.376427955355458366e-01,-8.431727132733390917e-01
5.395071116644851728e-01,-8.419810428171455863e-01
5.423892944901200774e-01,-8.401272839412630145e-01
5.448161541848763889e-01,-8.385555188174466101e-01
5.489399571027582247e-01,-8.358617849238036968e-01
5.531224165571456686e-01,-8.330999893782133903e-01
5.542624521955609174e-01,-8.323419574226446072e-01
5.591043347305058031e-01,-8.290973060416779727e-01
5.626828542220688734e-01,-8.266728528048478131e-01
5.641620856620963576e-01,-8.256640606817013950e-01
5.657514937429339863e-01,-8.245757984125265949e-01
5.699385089565502938e-01,-8.216873468713025153e-01
5.743949694206407219e-01,-8.185782913712394970e-01
5.776845917435210476e-01,-8.162600764842700141e-01
5.791638308207330832e-01,-8.152111732974767211e-01
5.795145708954774211e-01,-8.149618777095273270e-01
5.842021231864488184e-01,-8.116082055181800259e-01
5.887194329678520077e-01,-8.083374476331108838e-01
5.903360772433635661e-01,-8.071575533344926834e-01
5.909083562848895799e-01,-8.067386903283363386e-01
5.965901175295502679e-01,-8.025460931722795399e-01
5.984379536781212483e-01,-8.011691554207125421e-01
6.015535979721087223e-01,-7.988324409829655748e-01
6.048785709082884487e-01,-7.963177220531685307e-01
6.072141390451079035e-01,-7.945382239664235957e-01
6.114999653011728986e-01,-7.912444580764288471e-01
6.167720380693587634e-01,-7.871418252486436229e-01
6.193773915179119349e-01,-7.850934000973902593e-01
6.211987999409552819e-01,-7.836530169353830289e-01
6.236439928436628977e-01,-7.817084943826767551e-01
6.242816190357939332e-01,-7.811993728454125208e-01
6.256416355916989414e-01,-7.801105971682157358e-01
6.274889089840146594e-01,-7.786254999048375369e-01
6.316759753727688720e-01,-7.752325213359324563e-01
6.375520052852384767e-01,-7.704073211988372583e-01
6.398067810844749737e-01,-7.685358045519570247e-01
6.448154086769009030e-01,-7.643383339417638700e-01
6.449481906118418317e-01,-7.642262959532963862e-01
6.460234423613304688e-01,-7.633175695080089973e-01
6.475879067544421108e-01,-7.619907499605251822e-01
6.512236662190450387e-01,-7.588858521254989720e-01
6.522800587577307629e-01,-7.579780504388085038e-01
6.537216267165243400e-01,-7.567351153231344218e-01
6.611929028114772455e-01,-7.502159324299579879e-01
6.619121007761913367e-01,-7.495814637823191573e-01
6.630685605301892549e-01,-7.485586710715690373e-01
6.686059361595608763e-01,-7.436169054911386800e-01
6.727821393421902219e-01,-7.398406537776519576e-01
6.753185699406818454e-01,-7.375261548536982126e-01
6.763605216691097599e-01,-7.365707330104189765e-01
6.782009300551232744e-01,-7.348765192005897173e-01
6.815071676811421675e-01,-7.318114377346358612e-01
6.840382713792402258e-01,-7.294461208948286313e-01
6.866177890599456379e-01,-7.270185773048947198e-01
6.925549283506644560e-01,-7.213651441657071839e-01
6.928260312551538513e-01,-7.211047707616636826e-01
6.939444233794009875e-01,-7.200285669753896389e-01
6.972723139239241918e-01,-7.168063338414260022e-01
6.980497450798965886e-01,-7.160492674348102327e-01
7.028490356473634515e-01,-7.113390422924757983e-01
7.047386138866993388e-01,-7.094670437004596542e-01
7.081191572266847256e-01,-7.060929536318913957e-01
7.097607771047297343e-01,-7.044427863806368428e-01
7.106817914620527921e-01,-7.035136041927638750e-01
7.113894828896841771e-01,-7.027979820929702859e-01
7.158023038596781351e-01,-6.983029870974265529e-01
7.185815726721294094e-01,-6.954426816180078186e-01
7.192392698313211374e-01,-6.947624577742349539e-01
7.210656693703042519e-01,-6.928667263302246138e-01
7.218408490197669725e-01,-6.920590933485684104e-01
7.223218040506310667e-01,-6.915570919259288463e-01
7.265619452732732242e-01,-6.871009676028131397e-01
7.273190229985907473e-01,-6.862995255603675515e-01
7.306395906158965614e-01,-6.827633474525709456e-01
7.313841785646756355e-01,-6.819656760756249714e-01
7.320269376079479029e-01,-6.812756876744814338e-01
7.337237027431433578e-01,-6.794479582962134057e-01
7.359476317824719116e-01,-6.770384651360520367e-01
7.383579366385046860e-01,-6.744090430910112399e-01
7.428335132019379117e-01,-6.694761920069061123e-01
7.468653056200096341e-01,-6.649753493635128798e-01
7.487481171805324687e-01,-6.628546273645588016e-01
7.514188547386569939e-01,-6.598255108308823669e-01
7.529854917968933359e-01,-6.580371183629200038e-01
7.550044904709443117e-01,-6.557196194782528575e-01
7.597009322956802535e-01,-6.502726301091389383e-01
7.610925365131615550e-01,-6.486433155933724048e-01
7.613707148948675174e-01,-6.483167701829710694e-01
7.630635850743748838e-01,-6.463234214643904796e-01
7.667221694704565715e-01,-6.419790610623833382e-01
7.702019066119586421e-01,-6.378001435021042331e-01
7.718282592880741921e-01,-6.358310610251293182e-01
7.748993910579338174e-01,-6.320845938148271781e-01
7.785183968903449658e-01,-6.276217855550370039e-01
7.810438983202994123e-01,-6.244761235600743143e-01
7.852960725332940317e-01,-6.191204070807134752e-01
7.869734097587274269e-01,-6.169869142313515464e-01
7.871429405093921527e-01,-6.167706147395592975e-01
7.905829904658958629e-01,-6.123549094977636109e-01
7.925016909949692545e-01,-6.098697154065888526e-01
7.938420548478345440e-01,-6.081239938984277504e-01
7.980366387655760674e-01,-6.026089305575733635e-01
7.998833480987296296e-01,-6.001555043773048048e-01
8.002272913865831061e-01,-5.996968251709252629e-01
8.036175870896022921e-01,-5.951460104212235036e-01
8.052976745008664228e-01,-5.928706903225084979e-01
8.105846250327967129e-01,-5.856215208310321385e-01
8.132005483135863466e-01,-5.819835635329279055e-01
8.154577499787101225e-01,-5.788166013511272245e-01
8.174677961232202916e-01,-5.759743069803023863e-01
8.208061238623496347e-01,-5.712068863643632310e-01
8.225001419743194209e-01,-5.687649043780943492e-01
8.227619165553384795e-01,-5.683861615716794269e-01
8.231824280117611137e-01,-5.677769722458427815e-01
8.241545599579068737e-01,-5.663649541599388160e-01
8.262811835376703273e-01,-5.632578501286872319e-01
8.313318147097222832e-01,-5.557764063465032711e-01
8.322533531110387628e-01,-5.543954872069521977e-01
8.330885104429969212e-01,-5.531397054703854899e-01
8.373946357975832200e-01,-5.465987778411494080e-01
8.402311369368176130e-01,-5.422283988522470510e-01
8.415020754133595293e-01,-5.402538820545460529e-01
8.439781146228636510e-01,-5.363776114246688875e-01
8.444820495671307992e-01,-5.355838570746046523e-01
8.460623875325786747e-01,-5.330838924622183228e-01
8.473618755698970606e-01,-5.310158677767183866e-01
8.501588320503193907e-01,-5.265263149044370206e-01
8.514861104974240646e-01,-5.243771578072125017e-01
8.549875777433798563e-01,-5.186484762384799829e-01
8.553577657774432685e-01,-5.180377327224433559e-01
8.582301714881145349e-01,-5.132650121988460157e-01
8.613223749190654921e-01,-5.080588218541067791e-01
8.620555583594087246e-01,-5.068137866136431802e-01
8.631529645696354169e-01,-5.049425311405751904e-01
8.680629803758115326e-01,-4.964540886135023756e-01
8.694440938668037688e-01,-4.940313427710245064e-01
8.739486152589696077e-01,-4.860183308137108749e-01
8.758916251641504225e-01,-4.825078869482842814e-01
8.774703178694646111e-01,-4.796309427654356083e-01
8.777570510864860509e-01,-4.791060000333534075e-01
8.806888052475910778e-01,-4.736952905735686281e-01
8.821484951358964377e-01,-4.709713712419053011e-01
8.833841607155130671e-01,-4.686495754793302826e-01
8.854690934701892058e-01,-4.646982725479849030e-01
8.859394086963970905e-01,-4.638009962458992108e-01
8.863763562516850936e-01,-4.629653929593331441e-01
8.899130797612078148e-01,-4.561301464164974617e-01
8.932319341914225497e-01,-4.495961651756861244e-01
8.945522650782053997e-01,-4.469633598444903155e-01
8.959549269266040561e-01,-4.441449863681523613e-01
8.962465226035490895e-01,-4.435562768364846864e-01
8.968128566115344258e-01,-4.424101041073364438e-01
8.979560280812863837e-01,-4.400851867905493653e-01
9.004073411133759475e-01,-4.350478365296652217e-01
9.008165023704024499e-01,-4.341999873988409142e-01
9.024968093200527175e-01,-4.306965395346463166e-01
9.040365217710135681e-01,-4.274552225721142684e-01
9.046460960089585113e-01,-4.261636316906725619e-01
9.061270542365470471e-01,-4.230056283084187019e-01
9.070854055721377929e-01,-4.209466320070061052e-01
9.073471521263598571e-01,-4.203821422565303112e-01
9.091102869635031558e-01,-4.165555018687727706e-01
9.105670520662130230e-01,-4.133613959859410714e-01
9.130793420703587904e-01,-4.077819455105553548e-01
9.146074055113541101e-01,-4.043430397370649798e-01
9.155267721074410447e-01,-4.022570441329030300e-01
9.183028992194843809e-01,-3.958784981343335674e-01
9.208374241238265201e-01,-3.899467121709979112e-01
9.219028645815238177e-01,-3.874210994207484826e-01
9.235203360480441770e-01,-3.835494608335611733e-01
9.248261879677190933e-01,-3.803899604998608464e-01
9.264621397302009731e-01,-3.763879695826238825e-01
9.283411220626465177e-01,-3.717294191847920204e-01
9.286636007594111231e-01,-3.709230602491306872e-01
9.302641745752178171e-01,-3.668903998497188290e-01
9.313198373702429311e-01,-3.642023620470611900e-01
9.332350122580754803e-01,-3.592664914734817194e-01
9.338221284238890085e-01,-3.577376587191696267e-01
9.342790735115127365e-01,-3.565425820269638169e-01
9.354583942980453370e-01,-3.534368296277796695e-01
9.377457159885695948e-01,-3.473225764978377650e-01
9.402519464861003318e-01,-3.404794812159979700e-01
9.430584379380774207e-01,-3.326270924530768669e-01
9.436353012402002305e-01,-3.309870363825693773e-01
9.446816786286381662e-01,-3.279886066060421768e-01
9.460204843129224050e-01,-3.241068392680832577e-01
9.469273388660792712e-01,-3.214476861139657915e-01
9.484181143830154870e-01,-3.170222079132127280e-01
9.499753619601978283e-01,-3.123248495855026619e-01
9.505709703279083822e-01,-3.105073757092761122e-01
9.507955542559577422e-01,-3.098190020109957143e-01
9.517377401134636816e-01,-3.069124859690857132e-01
9.520155838416792804e-01,-3.060495517438421298e-01
9.527565124070831448e-01,-3.037351281394445879e-01
9.531498185825165725e-01,-3.024986336103205331e-01
9.540767062987176583e-01,-2.995624116911266288e-01
9.563869622043306151e-01,-2.921026848996469139e-01
9.575610333447940326e-01,-2.882305802992485289e-01
9.594507432934654689e-01,-2.818763402515653826e-01
9.605764813712578398e-01,-2.780158690370413965e-01
9.621451587818152795e-01,-2.725375083042737012e-01
9.623266681640636477e-01,-2.718959060748007417e-01
9.632737865570387692e-01,-2.685211576990919058e-01
9.645272277457145327e-01,-2.639833838277719225e-01
9.653379554130866458e-01,-2.610031261094055699e-01
9.655873007329948132e-01,-2.600791507660288326e-01
9.657147558692970035e-01,-2.596054897268295081e-01
9.677843621954985709e-01,-2.517805161045011397e-01
9.681814975529772216e-01,-2.502490515388389181e-01
9.691462420140223299e-01,-2.464864328722754516e-01
9.694928104624547238e-01,-2.451197471882313184e-01
9.696324494710876207e-01,-2.445667862419381722e-01
9.697423877940186676e-01,-2.441305005843480702e-01
9.714219934964765102e-01,-2.373590330097875289e-01
9.732637608757789272e-01,-2.296903388606979513e-01
9.736208326457670426e-01,-2.281720277294434496e-01
9.752121236872610677e-01,-2.212720357690539374e-01
9.752956231323113290e-01,-2.209037063947673352e-01
9.758622697089434084e-01,-2.183868827528510359e-01
9.767850114273903817e-01,-2.142219443726680606e-01
9.779980805001304844e-01,-2.086138886509307788e-01
9.789323617402629907e-01,-2.041847965388863539e-01
9.796102408710115617e-01,-2.009073815982197475e-01
9.807245132685998845e-01,-1.953955707636880479e-01
9.818084096718356912e-01,-1.898742918292424808e-01
9.821753045894764389e-01,-1.879672073915859276e-01
9.823580492742755021e-01,-1.870097939308143220e-01
9.834054390339938001e-01,-1.814214498849456847e-01
9.837857011024309095e-01,-1.793479698976239434e-01
9.842872913249076650e-01,-1.765744266202832202e-01
9.856635855142916736e-01,-1.687225420359833861e-01
9.857982324563322463e-01,-1.679340492156596865e-01
9.865362229738315891e-01,-1.635429018958283187e-01
9.870232987903523325e-01,-1.605771080976990950e-01
9.872808862237576477e-01,-1.589856965176416614e-01
9.878101007337511952e-01,-1.556637558597932236e-01
9.878884604189487328e-01,-1.551656849019246442e-01
9.889779472597878263e-01,-1.480628914813466590e-01
9.891777041327076692e-01,-1.467224238033783823e-01
9.896462259872267353e-01,-1.435282111267302818e-01
9.906712475405047291e-01,-1.362735458426852786e-01
9.907950299512863213e-01,-1.353706342743946911e-01
9.908885489445353745e-01,-1.346843850288083622e-01
9.917914993918665045e-01,-1.278656393798736635e-01
9.920141778940732014e-01,-1.261264082463897651e-01
9.922383642040369933e-01,-1.243504266244920553e-01
9.929947536974942368e-01,-1.181584492504105938e-01
9.935544769878038585e-01,-1.133556406073003009e-01
9.943401388362542725e-01,-1.062435329754934515e-01
9.949697779915448459e-01,-1.001755503276828829e-01
9.959386818624709203e-01,-9.003411558978956231e-02
9.960936982165309317e-01,-8.830257285783989218e-02
9.961613305129074503e-01,-8.753629870377775679e-02
9.964350941857407218e-01,-8.436292476591319978e-02
9.965488160426612119e-01,-8.300877811387967486e-02
9.967538736072457661e-01,-8.050910165296354393e-02
9.969006573725123221e-01,-7.867070185438425345e-02
9.970262069529779447e-01,-7.706323798647733703e-02
9.970845510434442893e-01,-7.630463990157708432e-02
9.977674082546981182e-01,-6.678472149142260228e-02
9.977893708199165879e-01,-6.645578589408315806e-02
9.979633148155805378e-01,-6.379045604414614046e-02
9.980988942795487873e-01,-6.163276107680341898e-02
9.984169623735762444e-01,-5.624561533785710915e-02
9.985040251145402834e-01,-5.467825737957641291e-02
9.987604551262654340e-01,-4.977502662964838898e-02
9.989509332686913323e-01,-4.579337202727400136e-02
9.990666208071269372e-01,-4.319591634675387648e-02
9.993579874370693839e-01,-3.582754451144144064e-02
9.994117944866546255e-01,-3.429380470231224720e-02
9.995522449565176215e-01,-2.992172458916061636e-02
9.996963534862984835e-01,-2.464144529445027806e-02
9.997093669901547797e-01,-2.410770731811547399e-02
9.997924618566670363e-01,-2.037236399158252539e-02
9.998085737496581471e-01,-1.956568058325957801e-02
9.998740848538190118e-01,-1.586866212801163467e-02
9.998930481140628768e-01,-1.462505839851169220e-02
9.999614603673959712e-01,-8.779395190076940900e-03
9.999656658913018692e-01,-8.286557703279974138e-03
9.999910057557763743e-01,-4.241274285718497211e-03
9.999984316759914504e-01,1.771057752736080642e-03
9.999787648921938388e-01,6.516883049970380488e-03
9.999388197393079825e-01,1.106149982458632178e-02
9.999033691199727958e-01,1.390152590654083337e-02
9.997915135239004991e-01,2.041885123119521056e-02
9.996940488881403963e-01,2.473476536477027532e-02
9.996745264083138904e-01,2.551159050943397136e-02
9.995365296232980867e-01,3.044217384835220044e-02
9.993189887785102199e-01,3.689930442018574119e-02
9.992073184969750832e-01,3.980872595399261027e-02
9.991298237544565808e-01,4.170845579007020215e-02
9.990091523881108326e-01,4.450520694029541646e-02
9.985728781467620996e-01,5.340605798668261739e-02
9.983655353074464278e-01,5.715118467947133407e-02
9.979855301663109746e-01,6.344195440444418133e-02
9.978001588723167670e-01,6.629361171614800430e-02
9.975807616700619329e-01,6.951707664874479109e-02
9.974990127666000239e-01,7.068040414195798926e-02
9.973343017969582558e-01,7.296773574096611370e-02
9.969314496805322667e-01,7.827952885567561470e-02
9.966572786415462959e-01,8.169619899862194667e-02
9.965789681165401204e-01,8.264599390031827919e-02
9.965431425386732656e-01,8.307686235745807835e-02
9.963833129678574263e-01,8.497231101472121906e-02
9.958119768969360130e-01,9.142486898326646072e-02
9.949323172397485093e-01,1.005469249253601038e-01
9.946164962976837831e-01,1.036244435088735372e-01
9.944705905715125471e-01,1.050154488078827997e-01
9.941255137963399546e-01,1.082333720215627598e-01
9.939919250993790589e-01,1.094534277088229784e-01
9.936663616549179512e-01,1.123706443671145527e-01
9.931604978961928731e-01,1.167571214897702020e-01
9.928680148475504952e-01,1.192187279444404252e-01
9.924367327314322917e-01,1.227572055943858126e-01
9.918955017108489480e-01,1.270563405964565407e-01
9.914676516111208260e-01,1.303529662444826154e-01
9.911513193592417226e-01,1.327368152866003348e-01
9.895678249011958805e-01,1.440677615579492032e-01
9.893021669318607936e-01,1.458808503674582924e-01
9.891578018245630322e-01,1.468565391448025947e-01
9.882799980268730522e-01,1.526520406022034704e-01
9.879688064827270022e-01,1.546532813007728824e-01
9.872201761895005312e-01,1.593622405853175883e-01
9.870611266057082167e-01,1.603444178756139316e-01
9.861085188740232876e-01,1.661023449686251652e-01
9.858044387000001185e-01,1.678976135606697340e-01
9.854507197266417773e-01,1.699614044135759339e-01
9.842077882714647119e-01,1.770170316827867352e-01
9.840135108187137991e-01,1.780938250648174126e-01
9.834858058248787671e-01,1.809852749286242624e-01
9.833463573487731813e-01,1.817414137968688670e-01
9.823444740918347851e-01,1.870810899616308365e-01
9.816574035653401475e-01,1.906534605648512737e-01
9.801584388962386596e-01,1.982156266808700051e-01
9.795322359713769522e-01,2.012873535345056919e-01
9.788270882336136403e-01,2.046888647193778610e-01
9.785502201919985543e-01,2.060084138140880761e-01
9.775914291585375837e-01,2.105112767425806886e-01
9.759717644285921256e-01,2.178970285206690560e-01
9.758113153254865946e-01,2.186144480192416806e-01
9.754029018182230892e-01,2.204295332404005714e-01
9.745887948362557118e-01,2.240015200386522576e-01
9.736100748654350490e-01,2.282179268167368602e-01
9.729249208298273999e-01,2.311213932726436382e-01
9.726004577316249566e-01,2.324830093151685206e-01
9.721471174770147661e-01,2.343714615330012574e-01
9.706007688306167447e-01,2.406951340293885522e-01
9.694366023881344496e-01,2.453419530984211061e-01
9.682633053745884899e-01,2.499323337727148986e-01
9.676198598173479937e-01,2.524119784935875410e-01
9.670432072373189580e-01,2.546123236140732105e-01
9.660177734271589989e-01,2.584756495742420723e-01
9.646692535505080324e-01,2.634639088268321827e-01
9.639326459929709046e-01,2.661463018510508705e-01
9.626076204437340467e-01,2.708995553035387638e-01
9.610695014672400172e-01,2.763067377924962043e-01
9.594771338434013863e-01,2.817864965388683363e-01
9.585694312596025890e-01,2.848589922306280497e-01
9.582765636381448404e-01,2.858426622844697507e-01
9.547964895485301362e-01,2.972602623052927884e-01
9.545189714495503353e-01,2.981501855489957498e-01
9.542942308625285142e-01,2.988687353044438000e-01
9.535445651427734148e-01,3.012519913406411787e-01
9.522970754510606817e-01,3.051725415029343802e-01
9.513852136111577984e-01,3.080035313466885638e-01
9.489247906860724946e-01,3.155023638919016160e-01
9.474594604021259192e-01,3.198758679464931420e-01
9.465250853211421012e-01,3.226302261999030585e-01
9.459820482363643368e-01,3.242190068680677051e-01
9.458520460278884157e-01,3.245980699648072787e-01
9.456940152044229775e-01,3.250581941845995249e-01
9.426258223677534964e-01,3.338511030466845275e-01
9.418899258431066013e-01,3.359216688385499583e-01
9.415948878379893916e-01,3.367477797957500463e-01
9.397953152081802708e-01,3.417378608126010464e-01
9.375757768646277857e-01,3.477810556035254019e-01
9.366639706454004122e-01,3.502293621254288225e-01
9.355335489166629603e-01,3.532378502530396647e-01
9.331625240973798752e-01,3.594547309748568065e-01
9.325933190146530327e-01,3.609289422160963934e-01
9.306630032636095118e-01,3.658775401091706736e-01
9.290792096866362648e-01,3.698808215196572324e-01
9.274432216050364497e-01,3.739639965275714517e-01
9.266368606708426103e-01,3.759576152255784676e-01
9.264862616663609440e-01,3.763285890594940675e-01
9.228591027473729280e-01,3.851377370192264893e-01
9.222031571334629030e-01,3.867057498577873842e-01
9.215494892560853746e-01,3.882609159467883542e-01
9.204397632135650209e-01,3.908844359850449091e-01
9.200651132835184765e-01,3.917654748935457398e-01
9.186303717299960647e-01,3.951180078599368373e-01
9.175535192897276149e-01,3.976122976456193392e-01
9.162770553286089248e-01,4.005450759631509761e-01
9.136302827840026008e-01,4.065460691975952834e-01
9.118315682435153002e-01,4.105644786809438118e-01
9.085855144294794350e-01,4.176988903132508590e-01
9.085297512336049097e-01,4.178201660085409941e-01
9.066837117547185132e-01,4.218111506808379652e-01
9.056279513211321630e-01,4.240731231590781913e-01
9.043329520941185695e-01,4.268277307728892689e-01
9.029519540391158783e-01,4.297415138160712300e-01
9.019772014488571799e-01,4.317836588692229860e-01
9.005953078724595606e-01,4.346585918144406646e-01
8.976766321531182147e-01,4.406548128481636017e-01
8.959247783443686775e-01,4.442057986436002692e-01
8.947758672933190383e-01,4.465155622254273204e-01
8.945554376138246111e-01,4.469570102767448927e-01
8.899796529654192545e-01,4.560002382757711303e-01
8.886573152075186721e-01,4.585718876339520689e-01
8.872833162266507978e-01,4.612248006621628149e-01
8.854605509333564051e-01,4.647145497408222137e-01
8.850951428975589730e-01,4.654101288317202822e-01
8.840764795113431607e-01,4.673422497215937721e-01
8.802425644590550213e-01,4.745240011996884055e-01
8.782001604032286801e-01,4.782932973268039234e-01
8.777685631544601685e-01,4.790849084846498518e-01
8.768350670142310843e-01,4.807912907428171234e-01
8.744075680140726003e-01,4.851921320463936094e-01
8.725216620396482048e-01,4.885754284361519262e-01
8.701220588574591908e-01,4.928362838607249774e-01
8.697463547173960308e-01,4.934990156584103671e-01
8.693913179010615000e-01,4.941242114673713992e-01
8.673771097883022918e-01,4.976514336513951919e-01
8.659420328739592110e-01,5.001443748580188808e-01
8.633921078846910069e-01,5.045335152816069479e-01
8.627746260438207138e-01,5.055887109647084765e-01
8.619360576522869799e-01,5.070169943096860532e-01
8.584017361967609672e-01,5.129780300309001451e-01
8.559554159355636793e-01,5.170496358480246579e-01
8.550149133094224752e-01,5.186034111134341096e-01
8.524386111195082494e-01,5.228273273965587942e-01
8.511917438704474925e-01,5.248548515225875954e-01
8.491743350763483189e-01,5.281126287522829310e-01
8.485077280580780590e-01,5.291829886019713269e-01
8.462968678192169802e-01,5.327115650325167096e-01
8.434200188439294754e-01,5.372547550401945982e-01
8.412461673399269646e-01,5.406522782120470882e-01
8.378529006142716451e-01,5.458960678849523740e-01
8.368803082342503030e-01,5.473859239053657788e-01
8.333028954310036651e-01,5.528166825144671392e-01
8.324687396675267692e-01,5.540720147023852071e-01
8.279988659791557293e-01,5.607297726509985480e-01
8.269924757916371494e-01,5.622129889855125295e-01
8.250999942210519578e-01,5.649867250975185717e-01
8.238616312986813961e-01,5.667909777633076684e-01
8.225526865037110502e-01,5.686889113790997152e-01
8.214504724885101083e-01,5.702798622153973929e-01
8.209978363358489961e-01,5.709313029882462365e-01
8.173459154987433584e-01,5.761472506378259029e-01
8.169891994287570292e-01,5.766529701794312901e-01
8.167539983459539688e-01,5.769860537187203597e-01
8.127084250123552955e-01,5.826705895391829371e-01
8.106739958494592058e-01,5.854977988459639793e-01
8.095172778419433834e-01,5.870960542154612938e-01
8.091580879190395370e-01,5.875910046581783730e-01
8.055447073099795130e-01,5.925349985653795004e-01
8.033892126808039880e-01,5.954542576454739944e-01
8.021436573089328892e-01,5.971311020530215563e-01
7.982646814644058786e-01,6.023068141126474151e-01
7.975488260529360884e-01,6.032543991232752756e-01
7.954496469481443510e-01,6.060196854641578534e-01
7.948404485960166577e-01,6.068184747316811567e-01
7.923996597636970840e-01,6.100022780337609474e-01
7.902107494733117132e-01,6.128351910724623153e-01
7.857172423976468423e-01,6.185858186210319021e-01
7.820797672606594197e-01,6.231783353435094153e-01
7.795419319094291088e-01,6.263500430230051208e-01
7.786832140585545625e-01,6.274172870932370749e-01
7.756474747045062346e-01,6.311663766270424469e-01
7.740727163241937214e-01,6.330966986507464700e-01
7.710620120345564876e-01,6.367600596749227737e-01
7.700178175263652225e-01,6.380223825947882732e-01
7.666053842008222485e-01,6.421185131378029931e-01
7.642893325815298677e-01,6.448734884472142603e-01
7.603532365748911781e-01,6.495097810118797277e-01
7.589802751976947315e-01,6.511136167066781111e-01
7.565951409616787915e-01,6.538836231877780403e-01
7.556783423869928296e-01,6.549429309850267611e-01
7.527914896431737724e-01,6.582590471241669405e-01
7.521311020610852438e-01,6.590135092032517461e-01
7.495503475799468740e-01,6.619473366082653243e-01
7.474301964445978497e-01,6.643403506056083652e-01
7.467195709397782544e-01,6.651389947789183577e-01
7.428228642214409483e-01,6.694880076520122181e-01
7.414527483496257121e-01,6.710050834120290242e-01
7.371169395444117090e-01,6.757652088090109199e-01
7.369933126752529207e-01,6.759000348216958054e-01
7.351183796943898674e-01,6.779387640749680033e-01
7.335865045129607021e-01,6.795960862133105795e-01
7.316407751612316046e-01,6.816903814206828338e-01
7.278063016749781733e-01,6.857827551361856955e-01
7.275875196213108520e-01,6.860148695846868261e-01
7.256160527842451247e-01,6.880998066718204687e-01
7.227834499616135888e-01,6.910745867571534973e-01
7.190180676896454903e-01,6.949913800442705236e-01
7.178614300751590127e-01,6.961860148052769759e-01
7.172174015830702354e-01,6.968494807821992154e-01
7.089825448841664546e-01,7.052260283409675923e-01
7.077296671267966355e-01,7.064833460659771802e-01
7.068239526895919722e-01,7.073894966030089826e-01
7.034037136758016784e-01,7.107905567655591339e-01
7.023802250601692831e-01,7.118019524027959788e-01
7.014309928310920039e-01,7.127373725966643647e-01
7.000904726274940204e-01,7.140541507030168100e-01
6.967084941435194301e-01,7.173543574749298157e-01
6.930435120104796454e-01,7.208957556125379362e-01
6.900516361906547935e-01,7.237601394043463587e-01
6.883382285741812545e-01,7.253898834994566558e-01
6.846226179374262921e-01,7.288977095645896576e-01
6.825509852949059875e-01,7.308379796322611588e-01
6.812537471792590171e-01,7.320473563603800971e-01
6.750177184109984463e-01,7.378015179106197641e-01
6.735691003669772581e-01,7.391242568275218083e-01
6.700625789512617558e-01,7.423046142179042794e-01
6.644410612431278507e-01,7.473406693965685132e-01
6.620419153884594676e-01,7.494668119862182287e-01
6.610997470339067261e-01,7.502980237690377585e-01
6.580045558366267588e-01,7.530139470808209223e-01
6.508321810190934587e-01,7.592216225516399408e-01
6.496375608530741141e-01,7.602440657636784227e-01
6.461637318108512940e-01,7.631988153111011197e-01
6.457716197647643819e-01,7.635306248647791838e-01
6.426232177251859357e-01,7.661823542999149916e-01
6.386868865383155125e-01,7.694667380491513331e-01
6.372117710071877328e-01,7.706887561719696356e-01
6.343279000261936584e-01,7.730641081103012402e-01
6.329385656537023230e-01,7.742020228004189430e-01
6.317897607553583095e-01,7.751397926856082865e-01
6.272818798650441341e-01,7.787922978516050865e-01
6.245279379516306406e-01,7.810024678052468472e-01
6.192166206231859427e-01,7.852202090777006260e-01
6.169621443210554501e-01,7.869928287314732485e-01
6.165695862142364092e-01,7.873004162043993892e-01
6.158375354957400516e-01,7.878731686474277351e-01
